result,red_top,red_jng,red_mid,red_bot,red_sup,blue_top,blue_jng,blue_mid,blue_bot,blue_sup,red_team,blue_team
0,0.914,1.073,0.754,1.229,0.889,0.92,1.266,0.952,0.99,0.625,4.859,4.753
0,0.79,0.616,0.777,0.831,0.945,1.542,0.903,1.199,0.826,0.805,3.959,5.2749999999999995
0,0.737,1.117,1.064,0.504,0.61,1.241,1.32,0.633,1.002,0.918,4.032,5.114
1,1.094,0.903,1.015,0.753,0.839,0.93,0.68,1.149,1.052,1.0,4.604,4.811
0,1.286,0.689,0.87,0.709,0.972,0.92,1.012,0.821,0.909,0.83,4.526,4.492
0,0.582,0.864,0.808,0.752,0.743,1.241,1.061,0.735,1.047,0.779,3.749,4.8629999999999995
0,0.492,1.117,0.934,0.908,0.688,0.846,0.834,1.266,0.94,0.913,4.139,4.7989999999999995
0,0.79,0.787,1.068,0.994,0.778,0.972,0.851,0.939,1.043,1.147,4.417,4.952
1,1.092,1.385,1.327,0.99,0.897,1.25,0.894,0.907,0.711,0.671,5.691000000000001,4.433
0,0.854,0.903,0.818,0.724,0.956,1.15,0.796,0.592,1.017,0.59,4.255000000000001,4.145
1,0.927,0.8,0.668,1.13,1.067,0.844,0.731,1.057,1.016,0.856,4.592,4.504
0,1.098,0.806,1.348,0.759,0.799,1.005,1.32,0.735,1.002,0.918,4.8100000000000005,4.98
0,0.422,1.117,0.718,0.899,0.688,0.79,0.653,0.929,0.82,1.122,3.8439999999999994,4.314
0,1.157,0.864,0.976,0.972,0.809,0.974,1.024,1.36,1.204,0.828,4.778,5.390000000000001
0,0.997,0.851,1.174,0.753,0.839,0.92,1.143,0.903,1.071,0.847,4.614,4.884
0,0.564,0.716,0.874,0.892,0.799,0.974,0.894,1.089,0.711,0.987,3.8449999999999998,4.654999999999999
1,1.3,1.094,1.162,1.002,0.918,0.819,0.731,0.975,1.2,0.801,5.476,4.526
0,0.819,0.731,1.013,1.052,0.735,1.005,1.077,0.868,1.002,0.914,4.35,4.866
0,0.627,1.094,1.003,1.002,0.918,0.846,0.731,0.975,1.2,0.801,4.644,4.553
0,1.005,0.834,1.013,1.016,0.735,1.005,1.252,0.824,0.891,0.918,4.603,4.89
0,0.65,0.894,1.303,1.052,0.987,1.02,0.995,1.174,0.974,0.934,4.886,5.097
1,1.542,0.912,1.174,0.895,0.942,0.974,1.004,1.36,1.074,0.866,5.465,5.278
0,0.997,0.912,0.571,0.895,0.956,0.92,1.266,0.952,0.99,0.966,4.3309999999999995,5.094
1,1.0,1.266,1.028,1.071,0.899,0.643,0.903,1.039,0.895,0.956,5.264,4.436
1,1.02,0.718,1.072,0.753,0.839,0.92,1.143,0.903,1.188,0.847,4.402,5.0009999999999994
1,1.092,1.266,1.028,0.923,0.83,0.643,0.903,1.015,0.826,0.745,5.139,4.132
0,0.627,1.09,0.824,1.047,0.758,1.047,1.073,0.939,0.97,0.733,4.346,4.762
1,0.76,1.061,0.868,1.047,0.779,1.047,1.073,0.939,0.97,0.733,4.515,4.762
0,0.76,1.32,0.824,1.047,0.918,1.047,1.006,0.939,1.043,1.063,4.869,5.098
0,0.968,1.006,0.892,0.718,0.889,1.005,1.094,0.735,1.002,0.705,4.473,4.541
0,1.037,1.09,1.162,1.002,0.914,1.031,0.851,1.005,1.229,0.941,5.204999999999999,5.0569999999999995
1,1.3,1.094,0.666,0.891,0.779,0.701,0.507,1.072,0.816,0.839,4.73,3.935
0,0.701,0.944,0.931,0.753,0.648,1.053,1.061,0.868,1.017,0.758,3.9770000000000003,4.757
0,0.648,1.09,0.735,0.891,0.918,0.997,0.916,1.199,0.832,0.893,4.282,4.837
1,0.701,0.912,1.015,0.753,0.893,1.053,1.077,0.868,1.002,0.758,4.274,4.758
0,1.053,1.09,0.735,1.017,0.779,1.361,0.916,0.875,0.753,0.839,4.6739999999999995,4.744
0,0.972,1.012,1.006,0.923,0.899,1.031,1.006,1.279,1.304,1.138,4.812,5.758
0,1.031,0.694,0.724,0.718,0.889,1.092,1.385,1.327,0.814,0.966,4.056,5.5840000000000005
1,0.92,1.385,1.028,0.909,0.897,1.047,0.694,0.939,0.97,1.138,5.139,4.787999999999999
1,1.031,0.694,1.041,1.296,1.067,1.166,1.266,0.952,0.814,0.897,5.1290000000000004,5.095
0,1.192,0.953,1.109,0.909,0.897,0.833,1.566,0.939,0.97,1.138,5.0600000000000005,5.446
