result,red_top,red_jng,red_mid,red_bot,red_sup,blue_top,blue_jng,blue_mid,blue_bot,blue_sup,red_team,blue_team
0,0.975,0.979,0.692,0.952,0.893,1.035,1.264,1.258,1.033,1.012,4.491,5.602
1,0.8,1.183,0.793,1.055,1.062,1.004,1.099,1.153,0.969,0.86,4.893000000000001,5.085
0,1.088,0.723,0.93,1.066,0.891,0.833,0.8,1.263,1.081,0.8,4.698,4.777
1,1.082,0.902,2.134,0.984,0.856,1.178,1.139,0.8,1.04,0.886,5.958,5.043
1,1.228,1.173,0.834,0.741,0.72,0.858,0.902,1.051,1.113,0.856,4.696,4.78
1,0.743,1.485,0.8,0.999,0.851,1.018,1.173,0.799,0.741,0.72,4.878,4.451
1,2.009,1.485,0.8,1.025,0.831,1.047,0.78,1.226,1.153,0.913,6.149999999999999,5.119
1,1.055,1.249,0.8,1.025,0.88,1.178,0.78,1.154,0.843,0.748,5.0089999999999995,4.703
0,1.178,1.012,0.927,0.876,0.789,1.055,1.249,1.08,0.999,0.963,4.782,5.346
0,1.989,1.223,0.8,1.033,1.021,0.8,1.485,1.206,0.958,0.763,6.066,5.212
1,0.832,1.485,0.8,0.984,0.856,1.049,1.014,1.258,0.772,0.856,4.957,4.949
1,2.009,1.249,1.051,0.999,1.475,1.194,1.264,1.102,0.654,0.872,6.7829999999999995,5.086
0,0.8,1.237,1.26,1.036,1.062,1.174,1.249,2.134,1.113,0.88,5.3950000000000005,6.55
0,1.095,1.183,1.26,1.055,1.062,1.416,1.129,1.08,1.113,0.763,5.655,5.5009999999999994
1,0.833,1.183,2.003,1.033,0.933,1.055,1.129,1.08,0.958,0.763,5.984999999999999,4.985
0,0.833,1.237,0.793,1.081,0.8,1.174,1.419,1.185,1.025,0.88,4.744000000000001,5.683
0,0.8,1.141,0.8,0.92,1.024,0.8,1.408,0.8,0.75,1.032,4.6850000000000005,4.79
1,0.786,0.933,1.024,1.066,0.891,1.924,1.408,0.8,0.874,0.914,4.7,5.919999999999999
1,0.8,1.181,1.023,0.75,1.122,1.987,0.871,0.93,0.92,0.953,4.876,5.6610000000000005
0,0.966,0.649,0.6,1.029,0.8,0.908,0.949,0.973,0.773,0.674,4.044,4.277
1,0.697,0.771,0.77,1.163,0.8,1.12,1.037,0.855,0.8,0.8,4.201,4.612
0,0.811,0.703,1.393,0.874,1.119,0.782,1.29,0.75,1.022,0.778,4.9,4.622
1,0.8,1.417,1.228,0.976,1.22,0.732,1.027,1.489,0.876,0.8,5.641,4.924
1,0.8,1.417,1.228,0.874,0.915,0.443,0.602,0.973,0.773,0.674,5.234,3.465
1,1.833,1.417,1.195,0.75,0.915,0.782,0.794,0.76,0.896,0.778,6.11,4.01
0,1.144,1.037,1.131,0.8,0.8,1.088,1.141,0.901,0.915,0.891,4.912,4.936
1,0.596,1.142,1.239,1.055,1.032,1.088,0.769,1.024,0.915,0.891,5.064,4.687
0,0.596,1.142,0.6,1.055,0.663,1.088,1.173,0.93,1.066,0.98,4.056,5.237
0,0.966,1.142,1.239,1.029,1.12,1.987,1.118,0.8,1.066,0.889,5.4959999999999996,5.86
0,0.782,1.29,0.77,0.948,0.693,1.987,1.099,0.93,0.829,0.8,4.483,5.645
0,1.494,0.93,0.77,0.773,0.778,1.088,1.141,0.93,0.915,0.891,4.745,4.965
0,0.8,1.027,0.806,1.163,0.778,1.987,0.99,0.741,0.969,0.86,4.574,5.547000000000001
